split,thread_id,source_path,thread_length,nonempty_turns,empty_turns,event_instances,event_groups,event_types,request_action_instances,deliver_action_data_instances,amend_instances,has_later_action_after_request,lexical_request_turns,lexical_commitment_turns,lexical_deadline_turns,lexical_completion_turns,lexical_cancel_turns,lexical_modify_turns,lexical_reject_turns,lexical_confirm_turns,raw_segments,raw_participant_count,raw_has_date
train,nemec-g_inbox906,data/train/nemec-g_inbox906.json,3,3,0,6,4,Deliver_Action_Data;Deliver_Data;Request_Action_Data,0,3,0,0,3,1,1,0,0,0,0,0,3,9,0
train,nemec-g_inbox910,data/train/nemec-g_inbox910.json,2,2,0,5,5,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Action_Data;Request_Meeting,1,1,0,0,1,1,0,1,0,0,0,0,2,8,0
train,nemec-g_inbox971,data/train/nemec-g_inbox971.json,2,2,0,1,1,Deliver_Data,0,0,0,0,1,0,1,1,0,0,0,0,2,6,0
train,nemec-g_inbox979,data/train/nemec-g_inbox979.json,2,2,0,6,5,Deliver_Data;Deliver_Meeting_Data;Request_Action;Request_Data,1,0,0,0,2,0,1,1,0,1,0,0,2,36,0
train,nemec-g_inbox986,data/train/nemec-g_inbox986.json,3,3,0,5,5,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Meeting,2,1,0,0,3,1,1,1,0,0,0,1,3,8,0
train,nemec-g_inbox998,data/train/nemec-g_inbox998.json,4,4,0,8,7,Deliver_Action_Data;Deliver_Data;Request_Action,4,1,0,0,3,3,0,2,0,1,0,0,4,6,0
train,nemec-g_inbox_21,data/train/nemec-g_inbox_21.json,3,3,0,11,8,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Action_Data;Request_Data,4,3,0,1,2,0,0,0,0,0,0,2,3,7,0
train,nemec-g_inbox_56,data/train/nemec-g_inbox_56.json,2,2,0,6,5,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action,2,1,0,0,2,1,0,1,0,1,0,1,2,6,0
train,parks-j_inbox153,data/train/parks-j_inbox153.json,4,4,0,7,5,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Meeting,1,1,0,0,1,1,0,0,0,0,0,0,4,17,0
train,parks-j_inbox244,data/train/parks-j_inbox244.json,3,3,0,2,2,Deliver_Action_Data;Request_Action_Data,0,1,0,0,0,0,2,0,0,0,0,0,3,6,0
train,parks-j_inbox303,data/train/parks-j_inbox303.json,2,2,0,7,4,Deliver_Action_Data;Deliver_Data;Request_Action,2,1,0,1,1,0,0,0,1,1,1,0,2,4,0
train,parks-j_inbox357,data/train/parks-j_inbox357.json,4,4,0,4,3,Deliver_Action_Data;Request_Action;Request_Data,1,2,0,1,2,0,0,0,0,0,0,1,4,11,0
train,parks-j_inbox43,data/train/parks-j_inbox43.json,3,3,0,3,3,Deliver_Meeting_Data;Request_Data,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0
train,parks-j_inbox432,data/train/parks-j_inbox432.json,3,3,0,10,7,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action;Request_Data,1,6,0,1,3,0,1,1,0,0,0,1,3,7,0
train,parks-j_inbox454,data/train/parks-j_inbox454.json,2,1,1,7,1,Deliver_Data,0,0,0,0,1,1,0,0,0,0,1,0,2,4,0
train,parks-j_inbox572,data/train/parks-j_inbox572.json,3,3,0,8,4,Deliver_Action_Data;Deliver_Data;Request_Action,1,5,0,1,2,1,2,0,1,1,1,0,3,42,0
train,parks-j_inbox736,data/train/parks-j_inbox736.json,3,3,0,3,3,Deliver_Action_Data;Request_Action;Request_Data,1,1,0,1,0,0,0,0,0,0,0,0,3,12,0
train,parks-j_inbox751,data/train/parks-j_inbox751.json,2,2,0,3,3,Deliver_Action_Data;Request_Action_Data;Request_Data,0,1,0,0,0,1,1,0,0,0,0,0,2,6,0
train,rapp-b_inbox116,data/train/rapp-b_inbox116.json,3,3,0,13,6,Amend_Data;Deliver_Action_Data;Deliver_Data;Request_Action,2,2,2,0,1,0,1,0,0,1,0,0,3,12,0
train,rapp-b_inbox150,data/train/rapp-b_inbox150.json,2,2,0,2,2,Deliver_Data,0,0,0,0,1,0,0,2,0,0,0,0,2,12,0
train,rapp-b_inbox162,data/train/rapp-b_inbox162.json,2,2,0,2,2,Deliver_Data,0,0,0,0,1,0,0,0,0,0,0,0,2,8,0
train,rapp-b_inbox166,data/train/rapp-b_inbox166.json,2,2,0,2,1,Deliver_Data,0,0,0,0,1,0,0,1,0,0,0,0,2,6,0
train,rapp-b_inbox171,data/train/rapp-b_inbox171.json,2,2,0,4,3,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data,0,2,0,0,1,1,0,0,0,0,0,0,2,6,0
train,rapp-b_inbox186,data/train/rapp-b_inbox186.json,2,2,0,10,3,Deliver_Action_Data;Deliver_Data,0,2,0,0,1,0,1,1,0,0,0,0,2,15,0
train,rapp-b_inbox187,data/train/rapp-b_inbox187.json,2,2,0,8,6,Amend_Data;Deliver_Action_Data;Deliver_Data;Request_Action;Request_Data,1,2,2,1,1,1,1,1,0,1,1,0,2,33,0
train,rapp-b_inbox201,data/train/rapp-b_inbox201.json,7,7,0,10,9,Amend_Meeting_Data;Deliver_Meeting_Data;Request_Meeting;Request_Meeting_Data,0,0,1,0,2,1,0,0,0,0,1,0,7,15,0
train,rapp-b_inbox273,data/train/rapp-b_inbox273.json,5,5,0,13,8,Amend_Data;Deliver_Action_Data;Deliver_Data;Request_Action,2,3,6,1,4,2,3,1,0,2,0,1,5,13,0
train,rapp-b_inbox287,data/train/rapp-b_inbox287.json,3,3,0,4,2,Deliver_Action_Data;Deliver_Meeting_Data,0,3,0,0,1,0,0,0,0,0,0,1,3,6,0
train,rapp-b_inbox292,data/train/rapp-b_inbox292.json,2,2,0,2,2,Deliver_Meeting_Data,0,0,0,0,1,2,1,0,0,0,0,0,2,6,0
train,rapp-b_inbox322,data/train/rapp-b_inbox322.json,5,5,0,9,8,Amend_Meeting_Data;Deliver_Action_Data;Deliver_Data;Request_Meeting;Request_Meeting_Data,0,2,2,0,3,0,1,3,0,0,0,0,5,9,0
train,rapp-b_inbox333,data/train/rapp-b_inbox333.json,2,2,0,5,4,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Data,2,1,0,0,1,1,1,1,0,0,0,1,2,9,0
train,rapp-b_inbox383,data/train/rapp-b_inbox383.json,3,3,0,12,6,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Data,2,7,0,0,0,1,0,1,0,1,0,0,3,9,0
train,rapp-b_inbox385,data/train/rapp-b_inbox385.json,3,3,0,11,6,Deliver_Action_Data;Deliver_Data;Request_Data,0,5,0,0,0,0,0,0,0,0,0,0,3,12,0
train,rapp-b_inbox402,data/train/rapp-b_inbox402.json,2,2,0,7,3,Deliver_Action_Data;Request_Action_Data;Request_Data,0,3,0,0,0,1,0,0,0,0,0,0,2,6,0
train,rapp-b_inbox411,data/train/rapp-b_inbox411.json,2,2,0,6,2,Deliver_Data;Request_Action,5,0,0,0,1,0,1,1,0,0,0,1,2,16,0
train,rapp-b_inbox_118,data/train/rapp-b_inbox_118.json,2,2,0,2,2,Deliver_Data,0,0,0,0,1,0,0,1,0,0,0,0,2,15,0
train,rapp-b_inbox_155,data/train/rapp-b_inbox_155.json,2,2,0,8,6,Deliver_Action_Data;Deliver_Meeting_Data;Request_Meeting,0,2,0,0,2,2,0,0,0,0,1,0,2,21,0
train,rapp-b_inbox_163,data/train/rapp-b_inbox_163.json,2,2,0,1,1,Deliver_Data,0,0,0,0,1,0,0,1,0,0,0,0,2,16,0
train,rapp-b_inbox_211,data/train/rapp-b_inbox_211.json,2,2,0,2,2,Deliver_Action_Data;Request_Data,0,1,0,0,1,0,0,1,0,0,0,1,2,8,0
train,rapp-b_inbox_241,data/train/rapp-b_inbox_241.json,3,3,0,4,4,Deliver_Action_Data;Deliver_Data,0,1,0,0,1,0,0,0,0,0,0,0,3,18,0
train,rapp-b_inbox_271,data/train/rapp-b_inbox_271.json,2,2,0,3,3,Deliver_Action_Data;Deliver_Data,0,1,0,0,1,0,0,2,0,0,0,0,2,19,0
train,rapp-b_inbox_293,data/train/rapp-b_inbox_293.json,3,3,0,4,2,Deliver_Action_Data,0,4,0,0,1,1,2,0,1,1,0,1,3,13,0
train,rapp-b_inbox_304,data/train/rapp-b_inbox_304.json,2,2,0,3,3,Amend_Data;Deliver_Action_Data;Deliver_Data,0,1,1,0,1,1,0,1,0,1,0,1,2,15,0
train,rapp-b_inbox_315,data/train/rapp-b_inbox_315.json,3,3,0,3,3,Deliver_Data;Request_Action;Request_Data,1,0,0,0,1,0,0,1,0,0,0,0,3,23,0
train,rapp-b_inbox_323,data/train/rapp-b_inbox_323.json,6,6,0,10,9,Amend_Meeting_Data;Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Meeting;Request_Meeting_Data,0,2,2,0,3,0,1,3,0,0,0,0,6,10,0
train,rapp-b_inbox_348,data/train/rapp-b_inbox_348.json,3,3,0,5,5,Deliver_Data;Request_Action;Request_Data,2,0,0,0,3,1,2,1,0,1,0,1,3,23,0
train,rapp-b_inbox_380,data/train/rapp-b_inbox_380.json,2,2,0,4,4,Deliver_Action_Data;Request_Action;Request_Data,2,1,0,0,0,1,0,0,0,1,0,0,2,9,0
train,rapp-b_inbox_387,data/train/rapp-b_inbox_387.json,4,4,0,7,6,Deliver_Action_Data;Request_Action;Request_Action_Data;Request_Data,1,2,0,0,2,0,0,0,0,0,0,0,4,15,0
train,reitmeyer-j_inbox101,data/train/reitmeyer-j_inbox101.json,3,3,0,7,6,Deliver_Action_Data;Request_Action;Request_Action_Data;Request_Meeting,3,2,0,0,1,3,2,0,0,0,0,0,3,25,0
train,reitmeyer-j_inbox102,data/train/reitmeyer-j_inbox102.json,2,2,0,5,4,Deliver_Action_Data;Request_Action;Request_Action_Data;Request_Meeting,2,1,0,0,1,2,1,0,0,0,0,0,2,24,0
train,reitmeyer-j_inbox104,data/train/reitmeyer-j_inbox104.json,3,3,0,6,5,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action_Data,0,3,0,0,1,0,0,0,0,0,0,0,3,7,0
train,reitmeyer-j_inbox117,data/train/reitmeyer-j_inbox117.json,3,3,0,3,3,Deliver_Action_Data;Request_Action,2,1,0,0,1,0,0,1,0,0,0,0,3,9,0
train,reitmeyer-j_inbox127,data/train/reitmeyer-j_inbox127.json,3,3,0,6,3,Deliver_Data;Request_Data,0,0,0,0,1,0,0,0,1,1,1,0,3,9,0
train,reitmeyer-j_inbox128,data/train/reitmeyer-j_inbox128.json,2,1,1,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,2,23,0
train,reitmeyer-j_inbox132,data/train/reitmeyer-j_inbox132.json,2,1,1,1,1,Deliver_Data,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0
train,reitmeyer-j_inbox135,data/train/reitmeyer-j_inbox135.json,2,2,0,10,6,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action;Request_Meeting,1,6,0,0,2,1,1,1,0,0,1,0,2,6,0
train,reitmeyer-j_inbox141,data/train/reitmeyer-j_inbox141.json,2,2,0,2,2,Deliver_Data,0,0,0,0,1,1,0,0,0,0,0,0,2,9,0
train,reitmeyer-j_inbox151,data/train/reitmeyer-j_inbox151.json,3,3,0,5,5,Deliver_Action_Data;Request_Action,2,3,0,1,2,1,0,0,0,0,0,0,3,7,0
train,reitmeyer-j_inbox152,data/train/reitmeyer-j_inbox152.json,2,2,0,2,1,Deliver_Action_Data,0,2,0,0,1,1,0,0,0,0,0,0,2,6,0
train,reitmeyer-j_inbox154,data/train/reitmeyer-j_inbox154.json,2,2,0,4,3,Deliver_Action_Data;Request_Action;Request_Data,1,2,0,1,1,1,0,1,0,0,0,0,2,6,0
train,reitmeyer-j_inbox216,data/train/reitmeyer-j_inbox216.json,7,5,2,4,4,Deliver_Action_Data;Deliver_Data;Request_Action,2,1,0,0,2,0,0,2,0,1,1,1,7,35,0
train,reitmeyer-j_inbox23,data/train/reitmeyer-j_inbox23.json,3,3,0,8,5,Deliver_Action_Data;Request_Action;Request_Data;Request_Meeting,1,5,0,1,2,1,0,0,0,0,0,0,3,27,0
train,reitmeyer-j_inbox24,data/train/reitmeyer-j_inbox24.json,4,4,0,5,4,Deliver_Action_Data;Deliver_Data;Request_Action,2,2,0,0,2,2,1,0,0,0,0,1,4,6,0
train,reitmeyer-j_inbox322,data/train/reitmeyer-j_inbox322.json,2,1,1,9,3,Deliver_Action_Data;Request_Action;Request_Data,1,6,0,0,1,1,1,1,0,0,0,0,2,4,0
train,reitmeyer-j_inbox365,data/train/reitmeyer-j_inbox365.json,2,2,0,12,5,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action,7,4,0,0,2,0,0,1,0,0,0,0,2,12,0
train,reitmeyer-j_inbox382,data/train/reitmeyer-j_inbox382.json,3,2,1,4,2,Deliver_Action_Data;Request_Action,2,2,0,0,0,0,0,0,0,0,0,1,3,9,0
train,reitmeyer-j_inbox432,data/train/reitmeyer-j_inbox432.json,4,4,0,7,6,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Action_Data;Request_Data,1,3,0,0,0,0,1,0,0,0,0,0,4,11,0
train,reitmeyer-j_inbox440,data/train/reitmeyer-j_inbox440.json,2,2,0,4,4,Deliver_Meeting_Data;Request_Action;Request_Data,2,0,0,0,1,0,0,1,0,0,1,0,2,6,0
train,reitmeyer-j_inbox453,data/train/reitmeyer-j_inbox453.json,2,2,0,3,2,Deliver_Action_Data;Deliver_Data,0,1,0,0,1,2,0,1,0,0,0,0,2,8,0
train,reitmeyer-j_inbox47,data/train/reitmeyer-j_inbox47.json,2,2,0,6,2,Deliver_Action_Data,0,6,0,0,2,2,2,0,0,1,0,0,2,16,0
train,reitmeyer-j_inbox48,data/train/reitmeyer-j_inbox48.json,2,1,1,12,3,Deliver_Data;Deliver_Meeting_Data;Request_Data,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0
train,reitmeyer-j_inbox56,data/train/reitmeyer-j_inbox56.json,2,2,0,3,3,Deliver_Meeting_Data;Request_Action,2,0,0,0,2,1,0,0,1,0,0,0,2,7,0
train,reitmeyer-j_inbox61,data/train/reitmeyer-j_inbox61.json,2,2,0,4,3,Deliver_Action_Data;Deliver_Data;Request_Action,1,2,0,0,1,0,1,0,0,1,0,0,2,7,0
train,reitmeyer-j_inbox63,data/train/reitmeyer-j_inbox63.json,2,2,0,3,3,Deliver_Action_Data;Deliver_Data,0,2,0,0,1,0,0,0,0,0,0,0,2,11,0
train,reitmeyer-j_inbox71,data/train/reitmeyer-j_inbox71.json,2,1,1,1,1,Deliver_Data,0,0,0,0,1,0,0,0,1,1,0,1,2,4,1
train,reitmeyer-j_inbox76,data/train/reitmeyer-j_inbox76.json,3,3,0,9,6,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action;Request_Data,2,1,0,0,0,1,0,0,0,1,0,0,3,6,0
train,reitmeyer-j_inbox82,data/train/reitmeyer-j_inbox82.json,2,1,1,2,2,Deliver_Action_Data;Deliver_Data,0,1,0,0,0,0,0,1,0,0,0,0,2,16,0
train,reitmeyer-j_inbox87,data/train/reitmeyer-j_inbox87.json,2,2,0,4,3,Deliver_Action_Data;Request_Action,2,2,0,0,1,0,0,1,0,2,0,0,2,4,0
train,reitmeyer-j_inbox93,data/train/reitmeyer-j_inbox93.json,2,2,0,3,2,Deliver_Action_Data;Request_Data,0,2,0,0,0,0,0,0,0,0,0,0,2,9,0
train,reitmeyer-j_inbox98,data/train/reitmeyer-j_inbox98.json,3,3,0,4,4,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action_Data,0,2,0,0,1,0,0,0,0,0,0,0,3,7,0
train,reitmeyer-j_inbox_113,data/train/reitmeyer-j_inbox_113.json,2,2,0,3,3,Amend_Data;Deliver_Action_Data,0,2,1,0,1,0,0,0,0,0,0,0,2,8,0
train,reitmeyer-j_inbox_52,data/train/reitmeyer-j_inbox_52.json,3,3,0,10,7,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Meeting,4,3,0,0,2,1,1,0,0,0,0,0,3,12,0
train,sager-e_inbox114,data/train/sager-e_inbox114.json,2,2,0,4,2,Deliver_Data;Request_Data,0,0,0,0,2,1,0,1,0,0,0,0,2,4,0
train,sager-e_inbox116,data/train/sager-e_inbox116.json,2,2,0,4,3,Deliver_Data;Request_Action;Request_Meeting,1,0,0,0,2,1,2,0,0,0,0,0,2,15,0
train,sager-e_inbox16,data/train/sager-e_inbox16.json,2,1,1,2,2,Deliver_Meeting_Data;Request_Action,1,0,0,0,1,0,0,0,0,0,0,0,2,5,0
train,sager-e_inbox165,data/train/sager-e_inbox165.json,3,3,0,5,3,Deliver_Data;Request_Action,1,0,0,0,0,0,0,0,0,0,0,0,3,27,0
train,sager-e_inbox201,data/train/sager-e_inbox201.json,3,3,0,8,5,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Data,3,1,0,1,2,0,1,1,0,1,0,0,3,14,0
train,sager-e_inbox202,data/train/sager-e_inbox202.json,2,2,0,5,3,Deliver_Action_Data;Deliver_Data,0,1,0,0,2,0,0,1,0,0,0,0,2,7,0
train,sager-e_inbox381,data/train/sager-e_inbox381.json,2,2,0,4,4,Deliver_Action_Data;Deliver_Data;Request_Action,2,1,0,0,2,2,0,0,0,1,0,0,2,7,0
train,sager-e_inbox407,data/train/sager-e_inbox407.json,3,3,0,8,3,Deliver_Action_Data;Deliver_Data;Request_Action,1,1,0,1,2,0,1,1,0,0,0,0,3,7,0
train,sager-e_inbox409,data/train/sager-e_inbox409.json,2,1,1,3,1,Deliver_Data,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0
train,sager-e_inbox413,data/train/sager-e_inbox413.json,2,2,0,7,4,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data,0,2,0,0,1,0,0,1,0,0,0,0,2,20,0
train,sager-e_inbox428,data/train/sager-e_inbox428.json,2,2,0,6,3,Deliver_Action_Data;Request_Action;Request_Action_Data,1,4,0,0,1,1,1,0,0,1,0,1,2,6,0
train,sager-e_inbox429,data/train/sager-e_inbox429.json,2,2,0,3,2,Deliver_Action_Data;Deliver_Data,0,2,0,0,1,0,0,0,0,1,0,0,2,4,0
train,sager-e_inbox445,data/train/sager-e_inbox445.json,2,2,0,2,2,Amend_Meeting_Data;Request_Meeting,0,0,1,0,1,1,1,0,0,1,0,0,2,55,0
train,sager-e_inbox448,data/train/sager-e_inbox448.json,2,2,0,10,5,Deliver_Action_Data;Deliver_Data;Request_Action,4,5,0,0,2,1,1,1,0,1,0,1,2,24,0
train,sager-e_inbox457,data/train/sager-e_inbox457.json,2,2,0,1,1,Deliver_Data,0,0,0,0,1,0,0,1,0,0,0,0,2,9,0
train,sager-e_inbox463,data/train/sager-e_inbox463.json,2,2,0,6,5,Deliver_Action_Data;Request_Action;Request_Data,2,3,0,0,2,1,1,1,0,1,0,0,2,6,0
train,sager-e_inbox471,data/train/sager-e_inbox471.json,2,2,0,4,2,Deliver_Action_Data;Deliver_Meeting_Data,0,2,0,0,1,1,1,0,0,0,0,0,2,9,0
train,sager-e_inbox478,data/train/sager-e_inbox478.json,2,2,0,4,3,Deliver_Action_Data;Deliver_Data,0,3,0,0,0,1,1,0,0,0,0,0,2,6,0
train,sager-e_inbox479,data/train/sager-e_inbox479.json,2,2,0,7,6,Deliver_Action_Data;Deliver_Data;Request_Action,2,2,0,0,0,2,0,0,0,0,1,0,2,18,0
train,sager-e_inbox50,data/train/sager-e_inbox50.json,2,2,0,2,2,Deliver_Action_Data;Deliver_Data,0,1,0,0,1,0,0,0,0,0,0,0,2,8,0
train,sager-e_inbox520,data/train/sager-e_inbox520.json,2,2,0,13,5,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Data,1,9,0,1,2,2,0,1,0,0,0,1,2,8,0
train,sager-e_inbox522,data/train/sager-e_inbox522.json,3,3,0,14,6,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Action_Data;Request_Data,1,9,0,1,2,2,0,1,0,0,0,1,3,11,0
train,sager-e_inbox533,data/train/sager-e_inbox533.json,2,2,0,2,2,Deliver_Action_Data;Request_Action_Data,0,1,0,0,2,0,1,0,0,0,0,0,2,15,0
train,sager-e_inbox747,data/train/sager-e_inbox747.json,2,1,1,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,2,6,0
train,sager-e_inbox761,data/train/sager-e_inbox761.json,2,2,0,5,4,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action,2,2,0,1,1,2,0,0,0,0,0,1,2,5,0
train,sager-e_inbox768,data/train/sager-e_inbox768.json,2,2,0,4,3,Deliver_Action_Data;Deliver_Data;Request_Action,1,1,0,0,2,1,0,1,0,1,0,0,2,12,0
train,sager-e_inbox773,data/train/sager-e_inbox773.json,2,2,0,2,2,Deliver_Action_Data;Deliver_Data,0,1,0,0,0,0,0,0,0,0,0,0,2,8,0
train,sager-e_inbox775,data/train/sager-e_inbox775.json,4,2,2,2,2,Request_Action;Request_Data,1,0,0,0,0,0,0,0,0,0,0,0,4,11,0
train,sager-e_inbox788,data/train/sager-e_inbox788.json,2,2,0,8,4,Deliver_Action_Data;Deliver_Data;Request_Action,2,5,0,0,1,1,1,1,0,0,1,1,2,12,0
train,sager-e_inbox843,data/train/sager-e_inbox843.json,5,5,0,8,8,Amend_Data;Deliver_Action_Data;Deliver_Data;Request_Data;Request_Meeting,0,3,1,0,2,2,0,1,0,1,1,0,5,19,0
train,sager-e_inbox857,data/train/sager-e_inbox857.json,3,3,0,8,7,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action_Data,0,4,0,0,2,1,1,1,0,0,1,0,3,6,0
train,sager-e_inbox967,data/train/sager-e_inbox967.json,2,2,0,3,3,Amend_Meeting_Data;Deliver_Action_Data;Deliver_Data,0,1,1,0,1,0,1,2,0,0,0,0,2,67,0
train,sager-e_inbox997,data/train/sager-e_inbox997.json,2,2,0,4,4,Deliver_Action_Data;Deliver_Data;Request_Data,0,1,0,0,2,0,1,1,0,0,0,0,2,6,0
train,salisbury-h_inbox1024,data/train/salisbury-h_inbox1024.json,2,1,1,3,2,Deliver_Action_Data;Deliver_Data,0,2,0,0,1,1,1,1,0,1,0,0,2,9,0
train,salisbury-h_inbox1056,data/train/salisbury-h_inbox1056.json,2,1,1,1,1,Deliver_Data,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0
train,salisbury-h_inbox1111,data/train/salisbury-h_inbox1111.json,2,2,0,4,3,Deliver_Action_Data;Deliver_Data,0,1,0,0,2,0,1,1,0,0,1,0,2,9,0
train,salisbury-h_inbox1116,data/train/salisbury-h_inbox1116.json,2,2,0,5,4,Deliver_Action_Data;Deliver_Data;Request_Action,3,1,0,0,2,0,0,0,0,0,0,0,2,5,0
train,salisbury-h_inbox170,data/train/salisbury-h_inbox170.json,2,1,1,3,2,Deliver_Action_Data;Deliver_Data,0,1,0,0,1,0,0,0,0,0,0,0,2,4,0
train,salisbury-h_inbox19,data/train/salisbury-h_inbox19.json,3,3,0,4,3,Deliver_Action_Data;Request_Action,1,3,0,1,1,0,1,0,0,0,0,0,3,9,0
train,salisbury-h_inbox268,data/train/salisbury-h_inbox268.json,3,3,0,8,3,Deliver_Action_Data;Request_Data,0,3,0,0,0,1,1,1,1,0,0,0,3,53,0
train,salisbury-h_inbox325,data/train/salisbury-h_inbox325.json,2,2,0,9,5,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Meeting,2,4,0,0,2,2,0,0,0,0,0,0,2,68,0
train,salisbury-h_inbox471,data/train/salisbury-h_inbox471.json,3,3,0,6,5,Deliver_Action_Data;Request_Action;Request_Data,2,3,0,0,1,0,1,1,0,1,1,0,3,6,0
train,salisbury-h_inbox728,data/train/salisbury-h_inbox728.json,2,2,0,8,4,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action,1,6,0,0,2,2,1,0,0,2,1,0,2,9,0
train,salisbury-h_inbox815,data/train/salisbury-h_inbox815.json,4,4,0,5,3,Deliver_Data;Request_Action;Request_Data,2,0,0,0,1,2,2,0,0,0,0,1,4,10,0
train,salisbury-h_inbox842,data/train/salisbury-h_inbox842.json,3,3,0,5,4,Amend_Data;Deliver_Action_Data;Deliver_Data;Request_Action,1,2,1,1,1,0,0,0,0,1,0,1,3,8,0
train,salisbury-h_inbox858,data/train/salisbury-h_inbox858.json,2,2,0,8,5,Deliver_Action_Data;Deliver_Data;Request_Action,2,5,0,0,2,0,2,0,0,0,0,0,2,28,0
train,salisbury-h_inbox_132,data/train/salisbury-h_inbox_132.json,2,1,1,2,2,Deliver_Data;Request_Action,1,0,0,0,1,0,0,1,0,0,0,0,2,22,0
train,salisbury-h_inbox_656,data/train/salisbury-h_inbox_656.json,2,2,0,7,1,Deliver_Action_Data,0,7,0,0,1,0,1,0,0,0,0,1,2,6,0
train,schoolcraft-d_inbox21,data/train/schoolcraft-d_inbox21.json,3,3,0,5,4,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Action_Data,1,2,0,1,1,2,0,0,0,1,0,1,3,6,1
train,schoolcraft-d_inbox35,data/train/schoolcraft-d_inbox35.json,3,2,1,9,5,Deliver_Action_Data;Deliver_Data;Request_Action,2,4,0,0,2,1,1,1,1,1,0,0,,,0
train,schoolcraft-d_inbox39,data/train/schoolcraft-d_inbox39.json,2,2,0,6,6,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Data,0,2,0,0,1,1,0,1,0,0,0,0,2,9,0
train,schoolcraft-d_inbox47,data/train/schoolcraft-d_inbox47.json,2,2,0,5,4,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action,1,3,0,0,2,1,0,0,0,1,1,0,2,8,0
train,schoolcraft-d_inbox52,data/train/schoolcraft-d_inbox52.json,2,2,0,4,3,Deliver_Action_Data;Deliver_Data,0,3,0,0,0,0,0,1,0,1,0,0,2,31,0
train,schoolcraft-d_inbox54,data/train/schoolcraft-d_inbox54.json,2,1,1,1,1,Deliver_Data,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0
train,schoolcraft-d_inbox68,data/train/schoolcraft-d_inbox68.json,3,3,0,2,2,Amend_Meeting_Data;Deliver_Meeting_Data,0,0,1,0,1,0,0,0,0,0,1,0,3,34,0
train,schoolcraft-d_inbox89,data/train/schoolcraft-d_inbox89.json,2,1,1,2,1,Deliver_Action_Data,0,2,0,0,1,0,0,1,0,0,0,0,2,31,0
train,schoolcraft-d_inbox_10,data/train/schoolcraft-d_inbox_10.json,3,3,0,6,5,Deliver_Action_Data;Deliver_Data;Request_Action,1,2,0,1,2,2,2,0,0,0,0,0,3,9,0
train,schoolcraft-d_inbox_16,data/train/schoolcraft-d_inbox_16.json,2,2,0,3,2,Deliver_Action_Data,0,3,0,0,0,0,0,0,0,1,0,0,2,6,0
train,schoolcraft-d_inbox_199,data/train/schoolcraft-d_inbox_199.json,2,1,1,7,5,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Data;Request_Meeting_Data,1,2,0,0,1,1,1,0,0,0,0,0,2,22,0
train,schoolcraft-d_inbox_316,data/train/schoolcraft-d_inbox_316.json,2,2,0,5,2,Amend_Data;Request_Data,0,0,3,0,1,0,0,0,0,1,0,0,2,6,0
train,schoolcraft-d_inbox_34,data/train/schoolcraft-d_inbox_34.json,2,2,0,8,4,Deliver_Action_Data;Deliver_Data;Request_Action,2,4,0,0,2,1,1,1,1,1,0,0,2,4,0
train,schoolcraft-d_inbox_49,data/train/schoolcraft-d_inbox_49.json,2,1,1,1,1,Request_Action,1,0,0,0,1,0,0,0,0,0,0,0,2,16,0
